marker	drug	rho	p.value
aero_digestive_tract	Dasatinib_ABL_SRC_BMX_pan_Y_KIT_PDGFR	-0.175134929	0.002412743
aero_digestive_tract	DMOG_Prolyl_4_Hydroxylase	-0.006330853	0.87783661
aero_digestive_tract	Docetaxel_Microtubules	-0.219492406	5.73E-08
aero_digestive_tract	Doxorubicin_DNA	-0.07334376	0.07605267
aero_digestive_tract	EHT_1864_Rac_GTPases	0.040028899	0.330503258
aero_digestive_tract	Elesclomol_Hsp70	-0.020021142	0.624818725
aero_digestive_tract	Embelin_XIAP	-0.048232326	0.243708861
aero_digestive_tract	Epothilone_B_Microtubules	-0.119394146	0.003798661
aero_digestive_tract	Erlotinib_EGFR	-0.249100269	2.84E-05
aero_digestive_tract	Etoposide_not_given	-0.02894104	0.482164912
aero_digestive_tract	FH535_not_given	-0.022814656	0.581512454
aero_digestive_tract	FTI_277_Farnesyl_transferase	-0.11998473	0.003458389
aero_digestive_tract	GDC_0449_SMO	-0.007697592	0.850873666
aero_digestive_tract	GDC0941_PI3K_class_1	-0.042016113	0.308272539
aero_digestive_tract	Gefitinib_EGFR	-0.270599979	1.64E-11
aero_digestive_tract	Gemcitabine_not_given	-0.043906728	0.288639153
aero_digestive_tract	GNF_2_BCR_ABL_only_allosteric_non_ATP_competetive	-0.135677653	0.019121134
aero_digestive_tract	GSK_1904529A_IGF1R	-0.081114522	0.049690692
aero_digestive_tract	GSK_650394_serum_glucocorticoid_regulated_kinase_1_	-0.076980323	0.062563422
aero_digestive_tract	GSK269962A_ROCK	-0.011172196	0.847697199
aero_digestive_tract	GW_441756_Trk_A	-0.034010036	0.406041698
aero_digestive_tract	GW843682X_PLK1	-0.173035302	0.002680311
aero_digestive_tract	Imatinib_BCR_ABL_KIT_PDGFR	-0.09682314	0.093039579
aero_digestive_tract	IPA_3_not_given	0.09049303	0.028493598
aero_digestive_tract	JNJ_26854165_MDM2	-0.051400494	0.21173445
aero_digestive_tract	JNK_9L_JNK	-0.075480343	0.066468184
aero_digestive_tract	JNK_Inhibitor_VIII_JNK	-0.06294727	0.123826307
aero_digestive_tract	JW_7_52_1_mTOR	-0.023760071	0.682402505
aero_digestive_tract	KIN001_135_IKKe	-0.056125063	0.333448774
aero_digestive_tract	KU_55933_ATM_IC50_13_nM_ATR_10_mM	-0.031880391	0.436853631
aero_digestive_tract	Lapatinib_EGFR_ERBB2	-0.266480862	3.59E-06
aero_digestive_tract	LAQ824_HDAC	-0.005435707	0.895534406
aero_digestive_tract	Lenalidomide_TNF_alpha	-0.00212794	0.958551406
aero_digestive_tract	LFM_A13_BTK	0.02545595	0.538549967
aero_digestive_tract	Methotrexate_Dihydrofolate_reductase_DHFR	-0.005477133	0.89358369
aero_digestive_tract	MG_132_Proteosome	-0.12978553	0.025057573
aero_digestive_tract	Midostaurin_KIT	-0.008893341	0.82904134
aero_digestive_tract	Mitomycin_C_DNA_crosslinker	-0.065917512	0.11093136
aero_digestive_tract	MK_2206_AKT1_2	0.078699929	0.059520417
aero_digestive_tract	MS_275_HDAC	0.059506921	0.306731121
aero_digestive_tract	Nilotinib_Bcr_Abl	0.043520563	0.294982357
aero_digestive_tract	NSC_87877_SHP1_2	-0.055922531	0.174196783
aero_digestive_tract	NU_7441_DNAPK	0.002180498	0.957599809
aero_digestive_tract	Nutlin_3a_p53_MDM2_interaction	0.119012604	0.00353347
aero_digestive_tract	NVP_BEZ235_PI3K_Class_1_and_mTORC1_2	0.019480261	0.636200102
aero_digestive_tract	NVP_TAE684_ALK	-0.069875988	0.226763931
aero_digestive_tract	Obatoclax_Mesylate_BCL2_family	-0.125212649	0.002392914
aero_digestive_tract	OSI_906_IGF1R	0.01217292	0.768714422
aero_digestive_tract	OSU_03012_PDK1	-0.153845807	0.000185092
aero_digestive_tract	PAC_1_Caspase_3_activator	0.116484894	0.00475177
aero_digestive_tract	Paclitaxel_Microtubules	-0.192318839	0.000829278
aero_digestive_tract	Parthenolide_NFkappaB	0.036671146	0.527609174
aero_digestive_tract	Pazopanib_VEGFR_PDGFRA_PDGFRB_KIT	0.076635806	0.06375026
aero_digestive_tract	PD_0325901_MEK_1_2	-0.082395982	0.045075193
aero_digestive_tract	PD_0332991_Cdk_4_6	-0.06156607	0.140696962
aero_digestive_tract	PD_173074_FGFR1_FGFR3	0.036055358	0.378383204
aero_digestive_tract	PF_02341066_MET_ALK	0.04703847	0.41613688
aero_digestive_tract	PF_4708671_p70_S6KA	-0.001130509	0.978102132
aero_digestive_tract	PF_562271_FAK	-0.135585759	0.000942149
aero_digestive_tract	PHA_665752_MET	-0.115984286	0.044005815
aero_digestive_tract	PLX4720_RAF	-0.008452812	0.836439643
aero_digestive_tract	Pyrimethamine_STAT3	0.017283483	0.766369208
aero_digestive_tract	QS11_ARFGAP	-0.061170838	0.13913692
aero_digestive_tract	Rapamycin_mTOR	-0.021133226	0.714989731
aero_digestive_tract	RDEA119_MEK_1_2	-0.108940932	0.007979288
aero_digestive_tract	RO_3306_Cdk1	-0.103528249	0.011234374
aero_digestive_tract	Roscovitine_CDK_s	-0.052129378	0.373127386
aero_digestive_tract	S_Trityl_L_cysteine_Eg5	-0.101931298	0.078953563
aero_digestive_tract	Salubrinal_GADD34_PP1C_phosphatase	0.029614881	0.611825677
aero_digestive_tract	SB_216763_GSKa_b	0.035816507	0.392963288
aero_digestive_tract	SB590885_BRAF	-0.023637801	0.56961636
aero_digestive_tract	Shikonin_not_given	-0.037532912	0.361976024
aero_digestive_tract	SL_0101_1_RSK_AURKB_PIM3	-0.032914606	0.422898758
aero_digestive_tract	Sorafenib_PDGFRA_PDGFRB_KDR_KIT_FLT3	-0.039984522	0.490963933
aero_digestive_tract	Sunitinib_PDGFRA_PDGFRB_KDR_KIT_FLT3	-0.05572475	0.337729769
aero_digestive_tract	Temsirolimus_mTOR	0.010214113	0.802997706
aero_digestive_tract	TGX221_PI3K_beta	-0.069132917	0.234114166
aero_digestive_tract	Thapsigargin_ATPase_Ca_transporting_cardiac_muscle_slow_twitch_2	-0.014584537	0.724598932
aero_digestive_tract	Tipifarnib_Farnesyl_transferase	-0.084023774	0.042026887
aero_digestive_tract	TW_37_BCL_2_BCL_XL	-0.022873973	0.578590881
aero_digestive_tract	Vinblastine_Microtubules	-0.053698109	0.189373428
aero_digestive_tract	Vinorelbine_Microtubules	-0.07028	0.087546369
aero_digestive_tract	Vorinostat_HDAC_inhibitor_Class_I_IIa_IIb_IV	0.020946333	0.608905897
aero_digestive_tract	VX_680_Aurora_kinase_A_B_C_FLT_3_ABL1_JAK2	-0.032881064	0.571813604
aero_digestive_tract	VX_702_p38_MAPK	0.04167062	0.308593091
aero_digestive_tract	WH_4_023_SRC_family_ABL	-0.134120129	0.020557436
aero_digestive_tract	WZ_1_84_BMX	-0.181711142	0.001633256
aero_digestive_tract	X17_AAG_Hsp90	-0.131766626	0.001228038
aero_digestive_tract	X681640_Wee1_Chk1	-0.098044991	0.018184737
aero_digestive_tract	XMD8_85_Erk5	-0.019283735	0.741525756
aero_digestive_tract	Z_LLNle_CHO_gamma_secretase	-0.068877176	0.235853174
aero_digestive_tract	ZM_447439_Aurora_B	-0.019632581	0.637040549
AKT2.MUT	A_443654_AKT1_2_3	-0.068464371	0.238679339
AKT2.MUT	A_770041_Src_family	0.034899329	0.547759235
AKT2.MUT	ABT_263_Bcl_2_Bcl_xL_and_Bcl_w	-0.028601147	0.484752742
AKT2.MUT	ABT_888_PARP1_2	-0.058947449	0.149599489
AKT2.MUT	AG_014699_PARP1_2_	-0.003453927	0.933167501
AKT2.MUT	AICAR_AMPK_agonist	0.023850448	0.560168797
AKT2.MUT	AKT_inhibitor_VIII_AKT1_2	-0.111512714	0.006608345
AKT2.MUT	AMG_706_VEGFR_RET_c_KIT_PDGFR	-0.01211913	0.767229568
AKT2.MUT	AP_24534_Bcr_Abl	0.002423196	0.953084036
AKT2.MUT	AS601245_not_given	-0.037374141	0.366464373
AKT2.MUT	ATRA_Ligand_for_retinoic_acid_and_retinoid_X_receptors	0.01657897	0.685520233
AKT2.MUT	AUY922_HSP90	-0.013138984	0.750943372
AKT2.MUT	Axitinib_PDGFR_KIT_VEGFR	0.021717481	0.595781743
AKT2.MUT	AZ628_BRAF	0.007166502	0.901952964
AKT2.MUT	AZD_0530_Src_Abl	-0.010302274	0.858489953
AKT2.MUT	AZD_2281_PARP1_2	0.050027769	0.22147645
AKT2.MUT	AZD6244_MEK_1_2	0.038353368	0.359029557
AKT2.MUT	AZD6482_PI3K_beta	0.001005112	0.980746397
AKT2.MUT	AZD6482_PI3Kb	-0.060762771	0.13976627
AKT2.MUT	AZD7762_Chk_1_2	0.002423826	0.952794365
AKT2.MUT	AZD8055_mTORC1_2	0.065920663	0.109095443
AKT2.MUT	BAY_61_3606_spleen_tyrosine_kinase	-0.024467295	0.554443817
AKT2.MUT	Bexarotene_Retinioic_acid_X_family_agonist	-0.031152856	0.451628247
AKT2.MUT	BI_2536_PLK1_2_3	-0.06442953	0.266749848
AKT2.MUT	BIBW2992_EGFR_HER2	-0.066025021	0.106459281
AKT2.MUT	Bicalutamide_Androgen_receptor	-0.032452826	0.432964499
AKT2.MUT	BIRB_0796_p38_JNK2	-0.02326873	0.569778749
AKT2.MUT	Bleomycin_not_given	-0.056873694	0.169150127
AKT2.MUT	BMS_509744_IL2_inducible_T_cell_kinase_ITK	0.048993289	0.398595829
AKT2.MUT	BMS_536924_IGF_1R	0.066442953	0.252060162
AKT2.MUT	BMS_708163_gamma_secretase_complex	0.007649292	0.852537205
AKT2.MUT	BMS_754807_IGF1R	-0.007753393	0.851431822
AKT2.MUT	Bortezomib_Proteasome	0.081151646	0.163032032
AKT2.MUT	Bosutinib_SRC_ABL_TEC	-0.01657897	0.685520233
AKT2.MUT	Bryostatin_1_PRKC	-0.064302094	0.11997592
AKT2.MUT	BX_795_TBK1_PDK1_IKK_AURKB_C	0.020365441	0.619464574
AKT2.MUT	Camptothecin_DNA_topoisomerase_I	0.028310288	0.489206907
AKT2.MUT	CCT007093_PPM1D	0.000538683	0.98955591
AKT2.MUT	CCT018159_HSP90	0.001510881	0.970936407
AKT2.MUT	CEP_701_FLT3_JAK2_NTRK1_RET	0.08735469	0.032550679
AKT2.MUT	CGP_082996_CDK4	0.050252174	0.387375087
AKT2.MUT	CGP_60474_CDK_1_2_5_7_9	-0.069138897	0.234073615
AKT2.MUT	CHIR_99021_GSK3B	-0.022174525	0.590262708
AKT2.MUT	CI_1040_MEK_1_2	0.040055698	0.329361714
AKT2.MUT	Cisplatin_DNA_crosslinking	-0.006883666	0.866485572
AKT2.MUT	CMK_Rsk	-0.090723723	0.118105152
AKT2.MUT	Cyclopamine_SMO	-0.07259443	0.213795034
AKT2.MUT	Cytarabine_Inhibits_DNA_synthesis	0.010373975	0.799979149
AKT2.MUT	Dasatinib_ABL_SRC_BMX_pan_Y_KIT_PDGFR	0.01045515	0.857364336
AKT2.MUT	DMOG_Prolyl_4_Hydroxylase	-0.013579039	0.741619714
AKT2.MUT	Docetaxel_Microtubules	0.001648202	0.967890116
AKT2.MUT	Doxorubicin_DNA	-0.060309329	0.144800711
AKT2.MUT	EHT_1864_Rac_GTPases	0.028442437	0.489378876
AKT2.MUT	Elesclomol_Hsp70	-0.034030517	0.405758893
AKT2.MUT	Embelin_XIAP	-0.016760329	0.685560761
AKT2.MUT	Epothilone_B_Microtubules	-0.047216772	0.253789593
AKT2.MUT	Erlotinib_EGFR	-0.010974533	0.855974632
AKT2.MUT	Etoposide_not_given	-0.054910525	0.182133823
AKT2.MUT	FH535_not_given	-0.073030465	0.07731788
AKT2.MUT	FTI_277_Farnesyl_transferase	-0.048326748	0.240378444
AKT2.MUT	GDC_0449_SMO	0.003684216	0.92830215
AKT2.MUT	GDC0941_PI3K_class_1	0.025491202	0.536597448
AKT2.MUT	Gefitinib_EGFR	-0.042950197	0.293960853
AKT2.MUT	Gemcitabine_not_given	-0.053066638	0.199573246
AKT2.MUT	GNF_2_BCR_ABL_only_allosteric_non_ATP_competetive	-0.009106099	0.875608791
AKT2.MUT	GSK_1904529A_IGF1R	-0.046473932	0.261344239
AKT2.MUT	GSK_650394_serum_glucocorticoid_regulated_kinase_1_	-0.063187834	0.126543193
AKT2.MUT	GSK269962A_ROCK	0.053032113	0.361626174
AKT2.MUT	GW_441756_Trk_A	-0.020263185	0.620638403
AKT2.MUT	GW843682X_PLK1	-0.069127517	0.233360936
AKT2.MUT	Imatinib_BCR_ABL_KIT_PDGFR	0.047765091	0.40818112
AKT2.MUT	IPA_3_not_given	-0.039788371	0.336301485
AKT2.MUT	JNJ_26854165_MDM2	-0.064341726	0.117861331
AKT2.MUT	JNK_9L_JNK	-0.070181229	0.087993549
AKT2.MUT	JNK_Inhibitor_VIII_JNK	-0.066025021	0.106459281
AKT2.MUT	JW_7_52_1_mTOR	-0.040268456	0.487888229
AKT2.MUT	KIN001_135_IKKe	0.056568622	0.329636383
AKT2.MUT	KU_55933_ATM_IC50_13_nM_ATR_10_mM	0.023873364	0.560450637
AKT2.MUT	Lapatinib_EGFR_ERBB2	0.051282391	0.380953613
AKT2.MUT	LAQ824_HDAC	-0.041088342	0.320739673
AKT2.MUT	Lenalidomide_TNF_alpha	-0.070581815	0.084347826
AKT2.MUT	LFM_A13_BTK	-0.011096174	0.78866496
AKT2.MUT	Methotrexate_Dihydrofolate_reductase_DHFR	0.046149647	0.259433931
AKT2.MUT	MG_132_Proteosome	0.089342388	0.123832177
AKT2.MUT	Midostaurin_KIT	-0.077313653	0.06011337
AKT2.MUT	Mitomycin_C_DNA_crosslinker	-0.052323798	0.205947685
AKT2.MUT	MK_2206_AKT1_2	-0.015920266	0.703488856
AKT2.MUT	MS_275_HDAC	0.01056412	0.856135189
AKT2.MUT	Nilotinib_Bcr_Abl	-0.012587146	0.762073968
AKT2.MUT	NSC_87877_SHP1_2	-0.033513251	0.415692026
AKT2.MUT	NU_7441_DNAPK	0.036053652	0.379206347
AKT2.MUT	Nutlin_3a_p53_MDM2_interaction	-0.011440459	0.779919825
AKT2.MUT	NVP_BEZ235_PI3K_Class_1_and_mTORC1_2	0.06937459	0.091714679
AKT2.MUT	NVP_TAE684_ALK	0.072005781	0.212884367
AKT2.MUT	Obatoclax_Mesylate_BCL2_family	-0.006360568	0.877888989
AKT2.MUT	OSI_906_IGF1R	0.000417848	0.991946752
AKT2.MUT	OSU_03012_PDK1	-0.046938207	0.256604619
AKT2.MUT	PAC_1_Caspase_3_activator	-0.07665181	0.06369472
AKT2.MUT	Paclitaxel_Microtubules	-0.033557047	0.563272288
AKT2.MUT	Parthenolide_NFkappaB	0.013785631	0.8123553
AKT2.MUT	Pazopanib_VEGFR_PDGFRA_PDGFRB_KIT	-0.066344904	0.108630568
AKT2.MUT	PD_0325901_MEK_1_2	-0.010460464	0.799508608
AKT2.MUT	PD_0332991_Cdk_4_6	0.01757432	0.674364646
AKT2.MUT	PD_173074_FGFR1_FGFR3	0.037908639	0.354347751
AKT2.MUT	PF_02341066_MET_ALK	-0.012236276	0.832562611
AKT2.MUT	PF_4708671_p70_S6KA	-0.027137997	0.509881774
AKT2.MUT	PF_562271_FAK	0.022631732	0.582620954
AKT2.MUT	PHA_665752_MET	0.094593611	0.100854395
AKT2.MUT	PLX4720_RAF	-0.021135763	0.605670116
AKT2.MUT	Pyrimethamine_STAT3	-0.017199604	0.767470475
AKT2.MUT	QS11_ARFGAP	-0.039788371	0.336301485
AKT2.MUT	Rapamycin_mTOR	0.039061959	0.499588329
AKT2.MUT	RDEA119_MEK_1_2	0.04598657	0.263939702
AKT2.MUT	RO_3306_Cdk1	-0.017742406	0.664750944
AKT2.MUT	Roscovitine_CDK_s	-0.087765166	0.133265882
AKT2.MUT	S_Trityl_L_cysteine_Eg5	-0.063068164	0.27781963
AKT2.MUT	Salubrinal_GADD34_PP1C_phosphatase	-0.07869958	0.176898923
AKT2.MUT	SB_216763_GSKa_b	0.056906583	0.174483345
AKT2.MUT	SB590885_BRAF	0.042735391	0.303788602
AKT2.MUT	Shikonin_not_given	-0.051801519	0.208186926
AKT2.MUT	SL_0101_1_RSK_AURKB_PIM3	-0.040741248	0.321144847
AKT2.MUT	Sorafenib_PDGFRA_PDGFRB_KDR_KIT_FLT3	-0.020916129	0.718698947
AKT2.MUT	Sunitinib_PDGFRA_PDGFRB_KDR_KIT_FLT3	-0.027992822	0.630307236
AKT2.MUT	Temsirolimus_mTOR	0.03635739	0.374399245
AKT2.MUT	TGX221_PI3K_beta	-0.019588438	0.736297806
AKT2.MUT	Thapsigargin_ATPase_Ca_transporting_cardiac_muscle_slow_twitch_2	-0.064952079	0.116269796
AKT2.MUT	Tipifarnib_Farnesyl_transferase	-0.035331331	0.393259414
AKT2.MUT	TW_37_BCL_2_BCL_XL	-0.032466913	0.430408757
AKT2.MUT	Vinblastine_Microtubules	0.027146851	0.507241295
AKT2.MUT	Vinorelbine_Microtubules	-0.051801519	0.208186926
AKT2.MUT	Vorinostat_HDAC_inhibitor_Class_I_IIa_IIb_IV	0.026759039	0.513329245
AKT2.MUT	VX_680_Aurora_kinase_A_B_C_FLT_3_ABL1_JAK2	-0.06374269	0.272702305
AKT2.MUT	VX_702_p38_MAPK	-0.03761778	0.358054948
AKT2.MUT	WH_4_023_SRC_family_ABL	0.011129676	0.848269834
AKT2.MUT	WZ_1_84_BMX	-0.017200408	0.767459913
AKT2.MUT	X17_AAG_Hsp90	-0.016385064	0.689005475
AKT2.MUT	X681640_Wee1_Chk1	-0.040810891	0.326521308
AKT2.MUT	XMD8_85_Erk5	-0.028763831	0.622691502
AKT2.MUT	Z_LLNle_CHO_gamma_secretase	-0.074535103	0.199473441
AKT2.MUT	ZM_447439_Aurora_B	-0.002137229	0.959038417
ALK.MUT	A_443654_AKT1_2_3	0.026440383	0.64940207
ALK.MUT	A_770041_Src_family	-0.003709997	0.949063108
ALK.MUT	ABT_263_Bcl_2_Bcl_xL_and_Bcl_w	-0.095052918	0.019976906
ALK.MUT	ABT_888_PARP1_2	0.062228889	0.128181351
ALK.MUT	AG_014699_PARP1_2_	-0.067444269	0.101132353
ALK.MUT	AICAR_AMPK_agonist	-0.021882686	0.592986941
ALK.MUT	AKT_inhibitor_VIII_AKT1_2	0.081782265	0.046703911
ALK.MUT	AMG_706_VEGFR_RET_c_KIT_PDGFR	-0.032687262	0.424553726
ALK.MUT	AP_24534_Bcr_Abl	0.064242579	0.118429652
ALK.MUT	AS601245_not_given	0.07201831	0.081522682
ALK.MUT	ATRA_Ligand_for_retinoic_acid_and_retinoid_X_receptors	-0.059356786	0.14678785
ALK.MUT	AUY922_HSP90	-0.003604449	0.9306171
ALK.MUT	Axitinib_PDGFR_KIT_VEGFR	-0.030772527	0.452203603
ALK.MUT	AZ628_BRAF	-0.077955735	0.179559645
ALK.MUT	AZD_0530_Src_Abl	-0.052825675	0.360273369
ALK.MUT	AZD_2281_PARP1_2	-0.032140195	0.432351429
ALK.MUT	AZD6244_MEK_1_2	0.010134108	0.808568699
ALK.MUT	AZD6482_PI3K_beta	-0.036557337	0.379916312
ALK.MUT	AZD6482_PI3Kb	0.003828106	0.925947001
ALK.MUT	AZD7762_Chk_1_2	-0.047047775	0.250266972
ALK.MUT	AZD8055_mTORC1_2	-0.06173691	0.133515871
ALK.MUT	BAY_61_3606_spleen_tyrosine_kinase	-0.032864096	0.427153886
ALK.MUT	Bexarotene_Retinioic_acid_X_family_agonist	0.108486855	0.008580206
ALK.MUT	BI_2536_PLK1_2_3	0.090726287	0.117474369
ALK.MUT	BIBW2992_EGFR_HER2	0.04130357	0.312877576
ALK.MUT	Bicalutamide_Androgen_receptor	0.015901982	0.700868329
ALK.MUT	BIRB_0796_p38_JNK2	-0.002461802	0.952055635
ALK.MUT	Bleomycin_not_given	0.019718458	0.633817614
ALK.MUT	BMS_509744_IL2_inducible_T_cell_kinase_ITK	-0.070489941	0.224254826
ALK.MUT	BMS_536924_IGF_1R	-0.067454489	0.244895891
ALK.MUT	BMS_708163_gamma_secretase_complex	0.075951655	0.064557277
ALK.MUT	BMS_754807_IGF1R	-0.061275637	0.138459715
ALK.MUT	Bortezomib_Proteasome	0.034560898	0.552995557
ALK.MUT	Bosutinib_SRC_ABL_TEC	0.070024596	0.086834423
ALK.MUT	Bryostatin_1_PRKC	0.030602481	0.459664728
ALK.MUT	BX_795_TBK1_PDK1_IKK_AURKB_C	-0.101854743	0.012776502
ALK.MUT	Camptothecin_DNA_topoisomerase_I	-0.08260714	0.043279913
ALK.MUT	CCT007093_PPM1D	-0.003054728	0.940826807
ALK.MUT	CCT018159_HSP90	-0.024366539	0.556754042
ALK.MUT	CEP_701_FLT3_JAK2_NTRK1_RET	-0.07070843	0.083790896
ALK.MUT	CGP_082996_CDK4	0.1210156	0.036802087
ALK.MUT	CGP_60474_CDK_1_2_5_7_9	0.05118587	0.378605371
ALK.MUT	CHIR_99021_GSK3B	0.013293968	0.746856687
ALK.MUT	CI_1040_MEK_1_2	-0.053602435	0.191656909
ALK.MUT	Cisplatin_DNA_crosslinking	-0.018189983	0.656827764
ALK.MUT	CMK_Rsk	-0.020338756	0.726592409
ALK.MUT	Cyclopamine_SMO	0.061893301	0.289346983
ALK.MUT	Cytarabine_Inhibits_DNA_synthesis	-0.073990832	0.070360121
ALK.MUT	Dasatinib_ABL_SRC_BMX_pan_Y_KIT_PDGFR	0.041694451	0.4733465
ALK.MUT	DMOG_Prolyl_4_Hydroxylase	0.0288848	0.483016931
ALK.MUT	Docetaxel_Microtubules	-0.001367668	0.973353176
ALK.MUT	Doxorubicin_DNA	0.029895727	0.470100754
ALK.MUT	EHT_1864_Rac_GTPases	0.019578032	0.6342198
ALK.MUT	Elesclomol_Hsp70	-0.090129314	0.027401447
ALK.MUT	Embelin_XIAP	0.036963274	0.371760351
ALK.MUT	Epothilone_B_Microtubules	0.020707914	0.6168858
ALK.MUT	Erlotinib_EGFR	0.01394015	0.817663397
ALK.MUT	Etoposide_not_given	-0.003410494	0.934005982
ALK.MUT	FH535_not_given	0.033146798	0.423186166
ALK.MUT	FTI_277_Farnesyl_transferase	0.04224837	0.304781847
ALK.MUT	GDC_0449_SMO	0.045543341	0.265751964
ALK.MUT	GDC0941_PI3K_class_1	-0.082898737	0.044135823
ALK.MUT	Gefitinib_EGFR	0.023660654	0.563295551
ALK.MUT	Gemcitabine_not_given	-0.02311088	0.576615509
ALK.MUT	GNF_2_BCR_ABL_only_allosteric_non_ATP_competetive	0.048135057	0.40771144
ALK.MUT	GSK_1904529A_IGF1R	0.066788324	0.106283465
ALK.MUT	GSK_650394_serum_glucocorticoid_regulated_kinase_1_	0.01406442	0.734042247
ALK.MUT	GSK269962A_ROCK	-0.006838222	0.906423213
ALK.MUT	GW_441756_Trk_A	-0.01490758	0.715773381
ALK.MUT	GW843682X_PLK1	0.064081764	0.269345273
ALK.MUT	Imatinib_BCR_ABL_KIT_PDGFR	0.012625004	0.827041081
ALK.MUT	IPA_3_not_given	-0.07950991	0.054396241
ALK.MUT	JNJ_26854165_MDM2	-0.026379131	0.521791117
ALK.MUT	JNK_9L_JNK	0.039325089	0.33949278
ALK.MUT	JNK_Inhibitor_VIII_JNK	-0.009847209	0.809936699
ALK.MUT	JW_7_52_1_mTOR	0.109276272	0.059119424
ALK.MUT	KIN001_135_IKKe	0.104973371	0.069898619
ALK.MUT	KU_55933_ATM_IC50_13_nM_ATR_10_mM	-0.037662888	0.358285682
ALK.MUT	Lapatinib_EGFR_ERBB2	0.060415909	0.301862577
ALK.MUT	LAQ824_HDAC	-0.008834434	0.831009875
ALK.MUT	Lenalidomide_TNF_alpha	0.026943058	0.510435764
ALK.MUT	LFM_A13_BTK	-0.008693083	0.833673986
ALK.MUT	Methotrexate_Dihydrofolate_reductase_DHFR	-0.029131326	0.476690384
ALK.MUT	MG_132_Proteosome	0.079518757	0.170966036
ALK.MUT	Midostaurin_KIT	0.019836549	0.630039409
ALK.MUT	Mitomycin_C_DNA_crosslinker	0.023393582	0.57196028
